Transcript,Label,translated_words,full_source_language
여보세요 전화 끝나 습니까 지금 지내 계시 요즘 어떻게 지내 산책 기업 계좌 번호 모른다고 그러 계좌 번호 숫자 기대 고요 확인 십니까 계좌 번호 모르 셔도 십니까 일로 지금 화면 어떤 보이 개인 정보 입력 등급 누르 습니다 중동 누르 고요 증정 누르 고요 거기 에서 선택 계좌 번호 계좌 번호 숫자 기재 습니다 계좌 번호 기재 습니까 나올 습니다 찾아보 아니 면은 사용 다른 그냥 셔도 괜찮 으세요 국민은행 우체국 괜찮 습니다 네네 그리고 비밀 번호 자리 그대로 정상 으로 등록 사용 비밀 번호 그리고 ID 비밀 번호 인터넷 뱅킹 사용 십니까 그러면은 ID 니까 그것 전부 기재 십시오 계좌 비밀 번호 숫자 그리고 등록 버튼 보이 겁니다 행복 신용 카드 사용 신용 카드 하나 요네 그러 면은 여기 에서 부산은행 신용카드 계십니까 오늘 일단 어떤 카드 사용 유진 따로 설명 올려 드리 도록 니까 시간 관계 지금 시간 너무 지체 다시 차명 부채 유효 기간 비밀 번호 모든 정보 전부 기재 등본 누르 십시오 명도 그리고 유효 기간 10 15 으로 14 세요 카드 번호 예요 네네네 김해 신고 나오 더라구요 등록 노릇 니까 카드 아니 십니까 우유 일련 번호 입력 라고 일련 번호 라고 으시 보안 카드 사용 계시 니까 숫자 누르 오케이 됩니다 내일 정상 처리 계신 걸로 나오 면서 꺼주 컴퓨터 사양 셔도 괜찮 습니다 혹시 개인 정보 유출 으니까 지금 열려진 홈페이지 본인 어르 고요 네네 그러면 등록 신청 대신 그리고 지금 사용 아까 확인 계좌 지금 우체국 일반 입출금 통장 하나 따로 기업 일반 입출금 다른 전부 적금 다고 지금 우체국 적금 통장 입금 일반 입출금 통장 전부 아니면은 일반 입출금 포함 겁니까 전부 적금 고요 지금 통장 나오 습니다 따로 확인 요청 그때 다시 확인 됩니다 잠시 계좌 추적 예요 그러니까 본인 기존 어떤 건데 일단 계좌 치료 대해서 설명 드리 도록 습니다 일단 그리고 나오 면은 발급 면은 마무리 겁니다 그리고 지금 인터넷 뱅킹 사용 십니까 창구 통해 선물 셔야 예요 여기 통장 80 에서 110 사이 거래 합니다 그래서 대포통장 판매 양동이 조사 동시 성질 다른 의미 습니다 본인 계좌 사기 라고 에서 어떤 불법 직거래 대해서 같이 확인 그리고 세탁 께서 뱅킹 으로 단계 어떤 단계 인지 지적 거슬러 올라간다 노력 계신 금액 합법 건지 불법 건지 금융 감독원 에서 한잔 판단 아니 에요 여기 문제 하나 습니다 김진호 라는 사람 전주 직원 어쩌 라고요 농협 전산 에서 정도 근무 걸로 확인 아무래도 재직 기간 동안 고객 정보 빼돌려서 보내 라는 불법 자금 세탁 관련 해서 조사 상태 입니다 그래서 일단 본인 거래 기업 하나 그냥 직원 고요 그리고 각종 대출 업체 카드 업체 대부 업체 통신 엄청 많이 점검 라고 아주 금융 직원 포함 건데 외부 공터 아직 사건 대해서 금융 으로 육포 상태 예요 혹시 라도 사비 다른 다른 고객 라든가 일반 사람 한테 돌아갈 때문 사진 대한 부분 사기 라고 불법 직거래 내용 어느 정도 어요 지금 확인 어요 그러니까 건강 현지 조사 모든 불법 거래 내역 확인 한꺼번에 계속 라도 퇴근 본인 들어가 하나 통해서 어쩌고저쩌고 코스터 입력 만약 혹시 라도 해당 그래서 필요 어서 눈치 세계 면은 회장 금융 으로 부터 코드 오픈 요청 라는 여기 됩니다 코디 오픈 상관 오픈 면은 사건 대한 내용 그리 된다는 그럼 관련자 자기 음식 더니 사건 터진 자료 내용 폐기 처분 한다거나 눈치 체조 버리 거나 시간 소지 다분 다는 겁니다 그럼 금융 감독원 그리고 경찰 검찰 수사 혼선 발생 밖에 증가 없이 나물 의심 더라도 기포 아시 아요 그래서 본인 협조 필요 부분 고추장 해당 업체 금융 에서 눈치 상황 에서 계좌 추적 진행 겁니다 그리고 계좌 추적 금융 감독원 계좌 통해 건데 본인 직접 방식 으로 겁니다 그리고 지금 계신 으시 지금 방법 대해서 설명 드릴 건데요 일단 방법 으로 말씀 드리 습니다 시간 30 에서 50 정도 모두 완료 어서 원상 복구 겁니다 따로 어떤 흔적 아요 그리고 혹시 라도 근데 여기 에다가 말씀 드린 코드 풍경 면은 지금 본인 먼저 종결 예요 그러면 장성 에서 해결 어떻게 네요 문제 까지 겁니다 그래서 모든 과정 너무 아서 필요 부분 들어가 필요 내용 고요 그러면 상태 에서 본인 PD 나와서 조사 겁니다 그리고 어제 계좌 추적 요거 본인 께서 으시 으면 다고 한테 말씀 셔야 돼요 산책 판단 본인 께서 어쨌든 부분 때문 그리고 계좌 어떤 건지 세금 납부 그리고 많이 나오 인터넷 쇼핑 자주 십니까 인터넷 으로 면은 어제 해당 업체 로부터 입금 면은 본인 관계자 나와요 여러분 에게 계좌 계좌 특성 냐면은 차례 사용 한다는 겁니다 모두 제비 건데 저희 계좌 설정 으면은 실질 으로 해당 업체 통해 계좌 시간 어요 하루 정도 사용 한데 국가 공공 기관 만들 계좌 체험 주어진 시간 습니다 15 에서 20 정도 얼굴 시간 해도 해결 셔야 된다는 그래서 계좌 설정 면은 창구 통해서 계좌 2022 아들 현재 지금 소지 계신 재산 대해서 그래서 면은 바로 산책 여기 위치 추적 상태 에서 본인 께서 흔적 모두 면서 다시 처음 상태 보고 겁니다 아까 말씀 드렸 듯이 업무 셔야 다고 말씀 드려 그리고 여전히 재산 증명 으신 상태 때문 잠겨 대해서 불법 소지 라는 내용 진경 여기 깨끗 인지 어떤 절대 부분 인지 다는 겁니다 본인 그리 마당 계좌 유지비 면은 금융 감독원 서버 들어가 서버 통해서 자동반 주기 진행 겁니다 금융 감독원 통해 형성 다닐 사용 게끔 고요 계좌 대해서 계셨 습니까 일단 지금 소지 계신 재산 금융 감독원 계좌 움직이 셔야 된다는 겁니다 드셨 그리고 수정 완료 어서 니까 운영 다는 으시 확인 거쳐 다시 원상 복구 된다는 겁니다 부분 으면 한테 지금 여쭤 고요 지금 본인 모든 재산 그냥 거의 대부분 아요 지금 상태 으면 어떻게 움직일 때문 오늘 지금 적성 상태 정보 다시 얘기 셔야 됩니다 보이 냉장고 해서 지금 아예 전혀 해지 아니 일시 으로 돼지 계좌 추적 문제 다는 확인 본인 다시 적금 필요 다시 원래 상태 어떤 으면 금방 그래서 다시 원상 복구 드리 때문 다시 적금 지금 현재 적금 해지 으로 돌아간다는 예요 어쩜 말씀 정상 조금 지금 만약 해지 나요 일시 으로 금융 감독원 계좌 입금 일단 습니다 본인 에게 정상 으로 합법 으로 대신 금전 내려서 거래 내역 포함 아닌지요 추적 여기 완료 면은 본인 계좌 다시 원상 복구 다시 본인 적금 으로 필요 으시 다시 잠금 해제 으로 돌아가 자는 그리고 적금 중간 해지 부분 어쨌든 기회 건데 그런 만약 피해 다면은 국가 처리 겁니다 제지 기간 개월 아니 지금 일단 모든 묶여 내용 다혈질 해서 일반 입출금 통장 그리고 잠시 일시 으로 해지 건데 추정 완료 다시 상태 복구 돌아간다는 예요 개월 걸리 당일 에서 시간 30 에서 50 정도 걸린다고 말씀 드렸 잖아요 중간 해지 면서 적금 상태 돌아간다는 예요 십니까 에서 사건 대한 내용 절대 얘기 그냥 본인 께서 개인 사정 때문 적금 해지 걸로 얘기 됩니다 다시 상태 복구 된다거나 계좌 어쩌 대포통장 절대 얘기 예요 그냥 적금 해지 나오 적금 의견 재산 대한 내용 추적 해야 적금 상태 목표 으면은 계좌 움직일 추적 아요 그래서 잠시 해지 건데 일단 먼저 해지 본인 계좌 합니다 금융 감독원 계좌 면은 대한 추적 지금 니까 합법 걱정 라는 금전 직거래 상담 내용 확인 으면은 다시 계좌 돌아가 그게 다시 만약 적금 적금 해지 처럼 다시 돌아간다는 다시 적금 으로 설정 필요 다는 지금 근처 어떻게 으로 셔야 자차 혹시 습니까 그러면은 지금 으로 려면 시간 얼마나 걸립니까 그러 면은 택시 부르 고요 대한 비용 라는 영수증 챙겨 저희 달구지 보상 습니다 아무리 시간 너무 오래 걸리 지금 통화 시간 다음 순번 해서 너무 오랫동안 지체 어요 그리고 통화 움직이 계속 줘야 거든요 지금 배터리 얼마 정도 으니까 충전 없이 합니까 비상 배터리 챙기 으세요 으시 고요 지금 통화 얼마나 유지 아요 시간 언니 움직이 시간 너무 오래 걸리 니까 일단 택시 셔야 아요 괜찮 더라도 지금 배터리 얼마 통화 괜히 고모 고서 통화 연결 면은 괜히 자료 자동 습니다 지금 일단 출발 지금 몹시 합니까 여보세요 지금 메모 없이 준비 요네 연락처 남겨 드릴게요 6049 드셨 습니까 여보세요 네네 계신 으세요 026049 2437 2437 혹시 라도 통화 지금 끊기 거나 아무 연락 번호 지금 남겨 드리 니까 으로 전화 최미영 검사 연결 라고 고요 지금 배터리 얼마 때문 통화 계속 유지 어려울 아요 지금 충전 된다고 셨잖아요 말씀 답변 그래서 일단 양쪽 으로 움직이 시간 조금 걸릴 셔서 최대한 빨리 움직이 그리고 그쪽 에서 얼마나 어쩐 십니까 부산은행 어쩐 으세요 두산 국민은행 시계 고요 그러면은 지금 부산은행 내려가 으시 그리고 국민은행 정도 신다고 고요 습니까 그러면은 국민은행 먼저 고요 셔서 적금 해지 나오 셔서 한테 연락 아요 지금 특수 상황 라서 전화 통화 유지 어려울 더라도 통화 그래서 배터리 최대한 보존 적금 직원 뭔가 여쭤 어떤 여쭤 면은 그냥 본인 개인 사정 자연 스럽 얘기 으세요 돼요 그러면은 지금 연락 번호 남겨 드릴게요 구로 일단 부산은행 국민은행 적금 저희 한테 연락 습니다 시간 30 정도 일단 드릴게요 버스 움직이 너무 오래 걸릴,1.0,"Honey, how are you doing the phone nowadays, how are you doing this?The number account number is listed. If you do not look for it.It's an ID, so it's all about it.Retatched with the Launched Debt Effective Period Password All the information all the information, press the copy of the copy, and the expiration date 10 15 is the 14 -tier card number.It's used, so it's okay to press the number.All other deposits are all other deposits, and now the post office deposit bank account will include the general deposit of the general deposit.Once you have the noodles, the noodles will be finished with the issue of issuance, and now you have to give a gift through the Internet banking window.Check together and go back to the intellectuals of the steps of the laundry as a banking.Investigation is about illegal money laundering to send customer information for a while.If you have any other customers or other customers, it's a scam of the picture.Even if it is necessary, the world side is considered to be open from the chairman finance.Then, the Financial Supervisory Service and the police prosecutor's investigation are only increasing the incidence of confusion.I'm going to explain how to do it now. I will tell you in the way.How do you solve the problem, so it's a matter of all the process, so it's necessary to go to the part.Tax payment and a lot of internet shopping frequently on the Internet, and the deposit from the relevant company yesterday.I used it for about a day, but I have a national public institution making account experience. It is given to 15 to 20 faces, so I have to solve it.I'm going to see you again for the first time.The server will be going to go through the server. You can use it through the Financial Supervisory Service.I'm asking you now. Now all your property is just almost all of you.Originally, if you are in the original state, so soon, I will recover again, so I'm going back to the current deposit.This is the completion of the trace here, the completion of your account is back to the unlocked it again with the savings, and you will go back to the unlocked unlocked and the reduction of the savings.It's a general deposit and withdrawal account and a temporary recovery.Because it is said to be terminated, it will be restored to the status again or the account is absolutely talked about.If the account is traced now, if you check the financial direct trading consultation that you are worried about legal, the account will be returned again.How long is it?Please take care of it. How long will it take time to move your sister's time.I will leave a contact information 6049. Huh, you are yours 026049 2437 2437 If you have a call right now or you will leave any contact number now, it's hard to keep the call.The answer is that I move to both sides, it will take a little time to move as soon as possible, and how much is Busan Bank?It's a special situation because it's a special situation because it's a special situation because it's a special situation.Bank Kookmin Bank savings will contact us. I'll give you about 30 time.",korean
약간 헬스 직원 에서 만약 누가 면은 전달 드리 아니 어쩔 최선 잖아 어떻게 무슨 경찰 아니 찾아낼 잖아 그래서 그렇게 얘기 자기 아니 라고 함부로 한다는 으로 약간 얘기 그래서 거기 서부터 약간 그래서 그럴 그럴 면서 약간 넘겼 왜냐면 10 짜리 밖에 으니까 라고 얘기 생각,0.0,"If you are a bit of a health employee, it's best to deliver it, but how can you find it?",korean
어디 니까 메모 세요 중앙지 그렇게 수정 계속 계속 아니 라면 교통 장애 송장관 에서 지금 불법 때문 으면 말씀 드릴 건데 분위기 검색 일반 통장 나올 아닙니까 사업자 등록 통장 니까 당연히 회장 나오 부분 위쪽 으로 정자 동결 처리 부분 입니다 계시 니까 당연히 조회 해도 나왔 부분 사건 일반 아니 우리 직원 굉장히 많이 여기 와서 아무래도 솔직히 갤러리 확인 사건 담당 권사 으로 바로 내일 손님 도와 드릴게요 그럼 말씀 드렸 사건 번호 메모 기대 장치 어떤 으로 유튜브 다던지 부분 대해서 자세 설명 드릴 겁니다 분위기 에서 본인 으로 나와 동물 서류 열람 89 조사 으시 내려 정상 으로 금융 십니다 궁금 으시,1.0,"Where do you have a memo, if you don't keep on the revision of the traffic disorder, I'll tell you if it's illegal at the time of the traffic disorder.In the case of the case, we will come here a lot here and honestly, I will help you as a gallery confirmation.I'm curious about the investigation after the investigation.",korean
건강 맞바꾼 하루 일당 심지어 그때 시급 으로 쳤었 거든 일당 아니 그래서 그때 시급 5000 시간 시간 해도 20 시간 시간 진짜 힘들 거든 계속 와인 계속 아야 그래서 그때 거기 빡센 인진 몰르 지만 너무 힘들 어서 다신 못하,0.0,"Even if I had a health and even a day, even if I hit it as an hourly wage, even if it was 5000 hours hourly wage, it was really hard for 20 hours.",korean
하나 거든 근데 하나 너무 니까 그래 사실 터스 에서 친한 진짜 거든 그나마 친한 용주 하나 정도 그래도 하나 같이 다니 니까 친해 그래서 그러 니까 터스 열심히 똑같 그냥 원래 터널 대한 마음 제일 다음 상사 다음 터스,0.0,"It's so much, but it's too much, so it's really close to the turtle, but I'm close to one of the best Yongju.",korean
채무 통화 으로 지금 대안 대출 진행 도와 드리 근데 저희 부산 아니 고요 서울 광교 지점 대부산 저희 지점 으로 저희 근무 습니다 그렇게 해야 냐면 저희 대표 전화 계속 고객 통화 신용 부서 저희 대안 부분 같이 처리 됩니다 그렇 때문 저희 그걸 강규 대부산 에서 근무 고객 인제 접수 고객 접수 진행 지만 고객 본인 실지 결정 접수 상태 에요 네네 그렇 저희 고객 신용 대출 중계 업체 대출 에이전시 전산 기록 으로 저희 등록 고객 한해서 저희 상담 고객 담당자 상담 고객 께서 접수 부분 대해서 접수 드리 부분 인증 그때 거래 중가 본사 으로 접수 드립니다 그때 에서 확인 예요 근데 지금 고객 확인 부분 지만 시간 으로 지금 확인 부분 돼요 그리고 저희 인자 접수 대해서 고객 본인 인증 진행 부분 대해서 고객 께서 내일 라도 본사 으로 전화 면은 확인 겁니다 아니 지금 시간 져서 그런 저희 확인 방법 하나 습니까 지금 시간 그러니까 빨리 말씀 으면 근데 말씀 드리 냐면 저희 공문서 자체 러시 캐시 으로 고객 으셔 상환 처리 저희 비용 거래 유지 비용 전산 관리 코드 비용 까지 지급 드리 고객 혹시 아니 그러 면은 혹시 그러 면은 아예 통화 해서 퇴근 죄송 한데 팩스 나요 확인 팩스 팩스 고객 드리 어차피 드려야 부분 지만 지금 저희 팩스 부분 유출 부분 아니 에요 저희 지금 자금 나간 상태 아니 잖아요 저희 함부로 정부 자금 때문 정부 지원 에서 연락 옵니다 그럼 징계 처리 밖에 돼요 고객 드리 부분 경우 내일 확인 셔야 됩니다 고객 드릴 부분 라면 확인 드리 지만 근데 말씀 드릴게요 고객 께서 아니 백만 의심 한다면은 백만 라고 아니요 그게 아니 백만 러시 캐시 에서 확인 으니까 부분 으니까 만약 중간 버리 면은 그렇게 아요 카드 대출 건데 다른 사람 동의 근데 말씀 드릴게요 네네 무슨 말씀 세요 아니 죄송 해요 의심 해서 죄송 아니 아니 고객 고객 입장 에서 그러실 예요 아버지 어머니 당하 그런 부분 신지 지만 네네네 라도 안심 드릴 부분 대해서 최대한 으로 말씀 드릴게요 어쩔 잖아요 지금 으로 저희 보여 드릴 라면 확실 보여 드릴 겁니다 확실 어쩔 어요 중계료 까지 면서 까지 고객 팩스 보내 드리 지만 해드릴 부분 됩니다 대신 장담 드릴 다는 예요 그러 냐면 저희 러시 캐시 접수 진행 고객 상환 처리 그러면 고객 확인 저희 사기 업체 라면 고객 그렇게 확인 부분 전혀 예요 그리고 저희 으로 고객 께서 그때 라도 바로 확인 그러 어요 아니 저희 고객 감사 어떻게 게끔 최대한 으로 고객 개인 으로 전화 잘못 말씀 그쪽 에서 고객 뺏기 입장 에서 고객 께서 최대한 유리 으로 위해서 저희 산인 아서 저희 진행 부분 대해서 확인 결과 러시 캐시 으로 상환 계좌 상환 정부 지원 통해서 저희 확인 진행 구요 고객 께서 러시 캐시 정리 부분 확인 다면은 저희 도움 없이 그렇게 정리 예요 그러 그렇 잖아요 비용 전산 관리 코드 비용 그리고 저희 거래 비용 까지 지급 드렸 으니까요 그렇 잖아요 저희 도움 없이 고객 러시 캐시 정리 됩니다 근데 정리 셨잖아요 그러면은 저희 대해서 고객 께서 그렇게 걱정 필요 다는 겁니다 고객 께서 백만 상환 셔서 진행 따로 우리 수수료 요거 빨리 그런 부분 요구 습니까 담당자 요구 진행 나요 고객 그건 그러면은 고객 께서 당연히 중도 상환 수수료 부분 발생 계시 대출 으면 그렇 그렇 그런 지급 그런 우리 지급 드렸 잖아요 그리고 고객 께서 분명히 러시 캐시 정리 다고 말씀 확인 다고 말씀 아요 고객 아니 그러니까 그러면은 아까 일곱 어서 바로 연락 연락 연락 연락 드렸 전화 으시 그러니까 입장 에서 순간 당했 라고 생각 어요 그니까 지금 으시 통화 어떻게 드리 부분 대해서 말씀 드리 갑자기 통보 갑자기 결제 내려갔 어요 그러 니까 전산 담당자 전산 관해서 통화 통화 라라고 내려갔 다고 정신 없이 처리 올라온 겁니다 지금 우선 습니다 고객 러시 캐시 고객 백만 밖에 고객 채권 원금 대해서 어요 부분 대해서 저희 처리 드렸 때문 고객 처리 아요 고객 부분 확인 다면서요 고객 그럼 마찬가진데 저희 저희 전산 관리 코드 비용 비용 거래 해지 비용 지급 드리 백만 드렸 구요 고객 께서 지급 습니다 혹시 혹시 그러 면은 여신 에다가 여신 금융 그쪽 에다가 상담원 선생 얘기 해서 확인 해봐도 건가요 내일 라도 확인 그래요 습니다 내일 그러 연락 드릴게요 오전 그러면 아홉 에서 정도 니까 그때 연락 드리 진행 도와 드리 습니다 고객 습니다 근데 고객 생각 세요 러시 캐시 고객 께서 부분 의심 정리 고객 직접 확인 아요 근데 왜냐면은 러시 캐시 에서 올해 어떻게 통장 들어와 하나 지금 오늘 바로 아요 상환 처리 아요 바로 다시 그렇지만 고객 상환 처리 바로 다가 다시 상환 처리 취소 으로 들어간다 더라도 거래 비용 전산 관리 코드 비용 발생 됩니다 중도 상환 수수료 부분 저희 지급 때문 고객 정리 아요 그랬 으면 정리 돼요 고객 고객 대출 아니 텐데 부분 발생 계시 부분 저희 지급 드렸 으니까 고객 정리 으면은 텐데 오늘 시간 으로 어쩔 구요 고객 생각 세요 간단 생각 돼요 너무 지금 고객 너무 갑자기 일곱 부터 약간 터울 그런 걱정 으셨고 본인 그런 사고 으셨기 때문 약간 걱정 단순 생각 나오 예요 러시 캐시 정리 려면 당연히 거래 지면 나머지 부분 추가 으로 습니다 부분 대해서 고객 상환 처리 아니 우리 에서 상환 처리 대신 처리 셔서 정리 건지 어차피 고객 러시 캐시 정리 대해서 확인 셨잖아요 무슨 얘긴지 습니다 빨리 퇴근 셔야 니깐 걱정 마세요 내일 그럼 연락 십쇼 습니다,1.0,"We will help you with the debt call now, but we will help you.We are receiving a customer receptionist, but we are receiving the customer's actual paper decision.I will accept it at that time.If you talk quickly now, I'll tell you quickly.I have to give a fax fax customer anyway, but it's not the leak of the fax part now. We're not in the money now.I'll check it, but I'll tell you, but I'll tell you. If the customer does not suspect a million, it's not a million or a million rush cache.I'm doubtful, I'm sorry, I'm not sorry, it's from the customer's point of view. My father's mother is like that.I'll send you a customer fax, but I'm going to give you a guarantee instead of it.How to thank you for the maximum customer, the customer, the customer was taken as much as possible, and the customer was able to make the most of the glass as possible.If you check the partial part, it's so clean without our help.It is a one -man repayment and the progress is a separate fee for our fee. Is it a request for the person in charge?I said that I was told to confirm that I was able to confirm the word.Computerized computer computing has been descended and has been processed in a currency.Computational Code Cost Cost Termination Termination costs, I paid a hundred of them.At that time, I will help you to contact you.Even if you go back to cancellation of repayment treatment, the cost of computer management management code will be incurred in the repayment fee.I think it's easy to think about the customer. I'm so worried that the customer is so suddenly a little bit of a little bit from the seven.No, we have been processed instead of repayment, and you have confirmed about customer rush cash cleanup anyway. What are you talking about?",korean
고객 께서 진행 한다고 보증 계약서 발급 라고 해서 아니 구요 일단 대출금 고객 께서 얼마 모르 지금 대출금 프로 라는 금액 현재 고객 께서 상황 신다고 지금 예치 셔야 확인 셔야 저희 계약서 발급 드리 거든요 프로 그러 천만 필요 20 백만 잖아요 일단 그거 십니까 그래 지금 지금 카드 까지 연체 대금 려고 연체 예요 그게 백만 아야 될까요 잠시 여보세요 연체 그러 면은 대출금 프로 납부 필요 으시 고요 연체 금액 프로 얘기 됩니다 그러 면은 연체금 면은 아요 금액 해당 업체 에서 대출 어차피 다른 으로 반납 예요 저희 에서 계약 보증 계약서 발급 면은 진행 방식 으로 진행 구요 고객 께서 괜찮 으시 으시 면은 진행 셔서 실질 으로 연락 해서 진행 구요 근데 발급 저희 에서 지금 확인 그렇게 발급 합니다 그렇게 발급 합니다 근데 그쪽 서류 그런 넘긴 어떻게 서류 넘어가 다고 그거 농협 캐피탈 하고 확인 셔야죠 저희 에서 확인 그거 중계 업체 에서 데이터 들어가 그런가 중계 업체 에서 연락 그래요 솔직히 중개 업체 고객 께서 인터넷 으로 신청 전화 으로 신청 정보 수집 바로 접수 시키 경우 더라고요 그래 어떤 하루 전화 수십 그렇 더라고요 그니까 직장 걸로 전부 지금 지금 지금 중간 지금 중계 업체 없이 농협 캐피탈 서류 넘어가 으니까 빨리 진행 세요 으로 더라고 일단 저희 계약서 발급 니까 캐피탈 전화 해서 진행 습니다 일단 그러면 선생 성함 어떻게 입니다 태자 호자 일단 전화 드릴게요,1.0,I say that the customer is going to issue a guarantee contract that the loan is not.It's a delinquency to pay the card. It's a million.The contract issuance side is proceeded by proceeding.You have to check the data from the relay company.I go beyond the Nonghyup Capital documents without a relay company.,korean
그것 나중 만약 언니 언니 원래 머리 어울렸 으니까 다시 으로 염색 해도 상관 니까 도전 봐도 정말 언니 처럼 우리 나이 지나가 버리 면은 그렇게 밝은색 으로 염색 어려울 잖아 우리 색깔 그러니까 우리 시도 인생 인데 그렇게 한번 재미있 즐거운 니까 괜찮,0.0,"Lastly, if my sister was originally suitable for dyeing, it takes care of dyeing again.",korean
여보세요 통화 괜찮 으세요 사건 어서 계세요 여보세요 통화 십니까 왜냐면 저희 에서 지난주 금요일 주방 으로 습니다 현장 에서 계장 통장 카드 에서 국민은행 농협 계좌 포함 어서 연락 드렸 예국 계좌 개설 해서 계십니까 여보세요 간단 설명 드릴게요 통장 으로 사용 에서 천만 식당 거든요 그래서 지금 통장 으로 다른 개인 정보 유출 인해 석회 부탁,1.0,"Honey, it's okay. Please be a call.So now, I ask for lime due to other personal information leakage to my bank account",korean
비밀 번호 죄송 합니다 말씀 드릴 겁니다 2016 한글 조사 4318 금융 사기 사건 지난주 공부 듯이 서울 중앙 지검 강력부 하고 인천 깨우 바로 연결 처리 드릴게요 보내 드릴 겁니다 보상 으십니다 니까 농협 나오 습니까 오름길 에서 직접 통장 개설 으셨 습니까 명희 조용히 두렵 때문 개인 정보 유출 피해 보상 으로 통장 개설 해서 키웠 다고 혼자 으셨 습니다 농협 거래 신다고 마지막 어서 얼마나 조금 마셔 서탄,1.0,"I'm sorry to be your password. 2016 Korean Survey 4318 Financial Fraud Incident, I will be able to handle the Seoul Central Prosecutors' Prosecutor and Incheon Immediately.I opened a bank account as a compensation for information leakage damage.",korean
근데 안다고 지만 친구 시간 지날수록 자기 모습 나오 더라고 처음 쪼금 친구 본모습 구나 라고 생각 시간 지나 개월 개월 개월 개월 개월 개월 개월 개월 니까 자기 모습 한테 보여 모습 순둥이 라던가 깔끔 모습 보여 더라면 지나갈수록 괜찮 아니 라는 생각,0.0,"But I know, but as I have a friend's time, I think it's my first time.",korean
김정일 중고 나라 그냥 갑자기 판독 올려 입금 유도 물건 양도 한다는 문자 드리 습니다 일당 통장 으로 통장 으로 TV 필요 계신데 그렇게 얘기 그게 자건 계속,1.0,,
그까 아예 그니까 그런 으로 어차피 연등 그렇 저녁 시간대 충분히 그리고 요즘 일병 라고 해도 그냥 공부 옛날 지만 지금 공부 그러 굳이 에서 아무것 으면 바깥 에서 아무것 으면 그냥 들어가 괜히 지금 월세 축내 월세 축내 갤럭시 축내 면서 나이 아니,0.0,"That's why it's like that, so even the evening time, even if it's a soldier nowadays, it's just studying, but now I study anything from the outside.",korean
처음 회계 아닌 아닌 거래 면서 거래 요소 면서 약간 그런 으로 그래서 정도 나쁘 그리고 넘겼 계정 대해 본격 으로 들어가 현금 자산 구요 구요 면서 그래서 단계 평가 평가 그런 그런 으로 엄청 진짜 요만큼 두께,0.0,"It's a trading factor, not an accounting, so it's a bit bad and the account has passed in earnest.",korean
