translated_words,Label,Words
"Women's crime starts to change functional crimes anyway.I had to say that I had to be a withdrawal. Mobile banking internet banking inquiry.Because it's a mortgage setting part, so it's not because of the deposit of existence.It is said that it is the final because of the million collateral setting.Then, I will explain the contents of the phone for the loan.If you are partially found in the process of Kim Jae -won, you will be compensated, as well as the punishment of the punishment.It's going to be the first time.I'm submitted. I'm a village safe and Shinhan -gun's financial use part, and I have a phone recovery.I'm directly part of the money so far.If you send it to the triumph of the completion case, the problem is about the case.That's why I have to tell you about the case of the victim, but I told you that I was not subject to the investigation.It is selected as a candidate for repatriation electronic litigation, but I am not eligible for the investigation of myself because I was in contact with the wired part.Search warrant execution The seizure search agreement execution part of the commitment to the execution of the commitment to the execution of the company.I think about the number of investigations for the longest time.I have told you that you should visit the Financial Supervisory Service today as a financial supervisor to prove the amount of money for the fund, or you should prove it for illegal funds.In our all -time execution, the time execution period is 90 financial transactions.I'm working on the public offering, which is what it happened to the amount of damage in our cooperation.I mentioned earlier I needed to talk about the property of the property insurance.If it's not part, I will confirm the damage from the other account of the illegal account first, so I will confirm the damage in the financial branch.You don't know how much time will take time to go on to be able to proceed with it.I'm going to go out and contact my case.Will it be established in the execution of the options?If you are going to investigate other victims if you are going to investigate other victims if you are going to investigate the damage, you will not know the damage to other damages.The victim's proof is going to proceed, but the victim is an additional deposit until the disruption of public service.If you proceed to apply for the recovery security, it takes a long time, but the method will be canceled a little, and you will be completed today, but I don't know when it will be finished today.Please take a deposit time to the director.",1.0,"['Womens', 'crime', 'start', 'change', 'functional', 'crime', 'anywayI', 'say', 'withdrawal', 'Mobile', 'banking', 'internet', 'banking', 'inquiryBecause', 'mortgage', 'setting', 'part', 'deposit', 'existenceIt', 'said', 'final', 'million', 'collateral', 'settingThen', 'explain', 'content', 'phone', 'loanIf', 'partially', 'found', 'process', 'Kim', 'Jae', 'compensated', 'well', 'punishment', 'punishmentIts', 'going', 'first', 'timeIm', 'submitted', 'Im', 'village', 'safe', 'Shinhan', 'gun', 'financial', 'use', 'part', 'phone', 'recoveryIm', 'directly', 'part', 'money', 'farIf', 'send', 'triumph', 'completion', 'case', 'problem', 'caseThats', 'tell', 'case', 'victim', 'told', 'subject', 'investigationIt', 'selected', 'candidate', 'repatriation', 'electronic', 'litigation', 'eligible', 'investigation', 'contact', 'wired', 'partSearch', 'warrant', 'execution', 'seizure', 'search', 'agreement', 'execution', 'part', 'commitment', 'execution', 'commitment', 'execution', 'companyI', 'think', 'number', 'investigation', 'longest', 'timeI', 'told', 'visit', 'Financial', 'Supervisory', 'Service', 'today', 'financial', 'supervisor', 'prove', 'amount', 'money', 'fund', 'prove', 'illegal', 'fundsIn', 'time', 'execution', 'time', 'execution', 'period', '90', 'financial', 'transactionsIm', 'working', 'public', 'offering', 'happened', 'amount', 'damage', 'cooperationI', 'mentioned', 'earlier', 'needed', 'talk', 'property', 'property', 'insuranceIf', 'part', 'confirm', 'damage', 'account', 'illegal', 'account', 'first', 'confirm', 'damage', 'financial', 'branchYou', 'dont', 'know', 'much', 'time', 'take', 'time', 'go', 'able', 'proceed', 'itIm', 'going', 'go', 'contact', 'caseWill', 'established', 'execution', 'optionsIf', 'going', 'investigate', 'victim', 'going', 'investigate', 'victim', 'going', 'investigate', 'damage', 'know', 'damage', 'damagesThe', 'victim', 'proof', 'going', 'proceed', 'victim', 'additional', 'deposit', 'disruption', 'public', 'serviceIf', 'proceed', 'apply', 'recovery', 'security', 'take', 'long', 'time', 'method', 'canceled', 'little', 'completed', 'today', 'dont', 'know', 'finished', 'todayPlease', 'take', 'deposit', 'time', 'director']"
"But the picture of the photo is, so I'm really doubtful about being a woman, so I'm a person, so it's a person, so it's a person, so it's just getting drunk.",0.0,"['picture', 'photo', 'Im', 'really', 'doubtful', 'woman', 'Im', 'person', 'person', 'person', 'getting', 'drunk']"
"It's annoying that it's a driver, but I have to go to the semester of the semester of reading discussion.",0.0,"['annoying', 'driver', 'go', 'semester', 'semester', 'reading', 'discussion']"
"But there's a lot of two -thum alba reviews, it's hard to move alone, so it's hard to do so.",0.0,"['there', 'lot', 'two', 'thum', 'alba', 'review', 'hard', 'move', 'alone', 'hard']"
"Study on the day of the day, just hit the day before the day before, just gathered together to study 17 to 24.",0.0,"['Study', 'day', 'day', 'hit', 'day', 'day', 'gathered', 'together', 'study', '17', '24']"
"Wherever I arrived, I arrived in Beijing, not the stop -of -the -s sight of the stop, and then suddenly became an emergency patient from the plane, Beijing down, and the Beijing was descended immediately.",0.0,"['Wherever', 'arrived', 'arrived', 'Beijing', 'stop', 'sight', 'stop', 'suddenly', 'became', 'emergency', 'patient', 'plane', 'Beijing', 'Beijing', 'descended', 'immediately']"
"Yeah, the senior cigarette is so good.",0.0,"['Yeah', 'senior', 'cigarette', 'good']"
"Yes, but that's how I keep on the cigarettes and how I just acted, but of course, as I think of it, I think it's uncomfortable, so I'm uncomfortable with the man.",0.0,"['Yes', 'thats', 'keep', 'cigarette', 'acted', 'course', 'think', 'think', 'uncomfortable', 'Im', 'uncomfortable', 'man']"
"Honey, let's say that I'm guaranteeing the guarantee that I'm guaranteeing your loan now.I'm threatening to the phone number now. How do you contact your phone number?It is said to be financing.",1.0,"['Honey', 'let', 'say', 'Im', 'guaranteeing', 'guarantee', 'Im', 'guaranteeing', 'loan', 'nowIm', 'threatening', 'phone', 'number', 'contact', 'phone', 'numberIt', 'said', 'financing']"
"But the older people's communication channel a little bit of Yudu, a bit of age, narrowed age, unconditionally a little older person who is a little old and just friendly.",0.0,"['older', 'people', 'communication', 'channel', 'little', 'bit', 'Yudu', 'bit', 'age', 'narrowed', 'age', 'unconditionally', 'little', 'older', 'person', 'little', 'old', 'friendly']"
Are you in your account number that you don't know the account number and you don't know the account number. You don't know the account number?,1.0,"['account', 'number', 'dont', 'know', 'account', 'number', 'dont', 'know', 'account', 'number', 'dont', 'know', 'account', 'number']"
"I think it's time to prepare for the week from the SAT to the essay, because it's the end of the writing.It's going in, but it's not so, so I prepare on time rather than preparing for writing.",0.0,"['think', 'time', 'prepare', 'week', 'SAT', 'essay', 'end', 'writingIts', 'going', 'prepare', 'time', 'rather', 'preparing', 'writing']"
"In the morning, I will start the picnic party and send it in the middle of the seven and eight times.",0.0,"['morning', 'start', 'picnic', 'party', 'send', 'middle', 'seven', 'eight', 'time']"
"Excuse me, but I'm talking about it now, but it's a confirmation of the leakage of personal information.We study illegal gambling.",1.0,"['Excuse', 'Im', 'talking', 'confirmation', 'leakage', 'personal', 'informationWe', 'study', 'illegal', 'gambling']"
"I lend me to borrow a gym uniform pants from Seung -ah, but it's funny at the tug of the tug -of -war school, and it's funny.",0.0,"['lend', 'borrow', 'gym', 'uniform', 'pant', 'Seung', 'ah', 'funny', 'tug', 'tug', 'war', 'school', 'funny']"
"But of course, of course, of course, I really did not know how to do it, but I'm hard to work hard there.",0.0,"['course', 'course', 'course', 'really', 'know', 'Im', 'hard', 'work', 'hard']"
"I found a cannon account account first, so I found it because it was found.In the process, I was informed by the Nonghyup account site.I say we'll run green green, but here I did the Seoul Central Prosecutor's Financial Crime",1.0,"['found', 'cannon', 'account', 'account', 'first', 'found', 'foundIn', 'process', 'informed', 'Nonghyup', 'account', 'siteI', 'say', 'well', 'run', 'green', 'green', 'Seoul', 'Central', 'Prosecutors', 'Financial', 'Crime']"
"I ran away from the Good Morning Authorized Broker in Gaesin -dong, Cheongju -si, Chungcheongbuk -do.",1.0,"['ran', 'away', 'Good', 'Morning', 'Authorized', 'Broker', 'Gaesin', 'dong', 'Cheongju', 'si', 'Chungcheongbuk']"
"19 The next episode of the 20th episode 20, I'm so sad that I'm so sad that I'm so sad that I'm so sad that I'm so sad.",0.0,"['19', 'next', 'episode', '20th', 'episode', '20', 'Im', 'sad', 'Im', 'sad', 'Im', 'sad', 'Im', 'sad', 'Im', 'sad']"
"Gwangju Thai 42 Kim Hyung -seok, Jeolla -do, is a bank account in a credit card at the financial crime site of Kim Hyung -seok.Identifying the Gwangmyeong -si, Gyeonggi -do.",1.0,"['Gwangju', 'Thai', '42', 'Kim', 'Hyung', 'seok', 'Jeolla', 'bank', 'account', 'credit', 'card', 'financial', 'crime', 'site', 'Kim', 'Hyung', 'seokIdentifying', 'Gwangmyeong', 'si', 'Gyeonggi']"
I called Kim In -soo again because of the confirmation test again.,1.0,"['called', 'Kim', 'soo', 'confirmation', 'test']"
"It's a mid -sized company, but it's similar.foreign country",0.0,"['mid', 'sized', 'company', 'similarforeign', 'country']"
It's a bit like a little bit of a personality.,0.0,"['bit', 'like', 'little', 'bit', 'personality']"
"It's a Galaxy, so it's a Samsung store.In the store",0.0,"['Galaxy', 'Samsung', 'storeIn', 'store']"
"It's a traveler accommodation, but most of the Korean history, Koreans, Koreans, Korean, Korean.",0.0,"['traveler', 'accommodation', 'Korean', 'history', 'Koreans', 'Koreans', 'Korean', 'Korean']"
"I'm finished with time now, so I'm going to give you our production.",1.0,"['Im', 'finished', 'time', 'Im', 'going', 'give', 'production']"
"We drink memory Where people are accused of operating illegal gambling sites while operating a person real estate.If you were selling or transferring your bank account directly, I contacted you because of the steal insurance.Chicken phone",1.0,"['drink', 'memory', 'people', 'accused', 'operating', 'illegal', 'gambling', 'site', 'operating', 'person', 'real', 'estateIf', 'selling', 'transferring', 'bank', 'account', 'directly', 'contacted', 'steal', 'insuranceChicken', 'phone']"
"LCD 20 broken 11 days, 11 days, the LCD broken LCD is a broken liquid crystal.",0.0,"['LCD', '20', 'broken', '11', 'day', '11', 'day', 'LCD', 'broken', 'LCD', 'broken', 'liquid', 'crystal']"
"It's a large 08 student number, but it's been a year since the start of the class, so it's been a while since I was originally a patent attorney.",0.0,"['large', '08', 'student', 'number', 'year', 'since', 'start', 'class', 'since', 'originally', 'patent', 'attorney']"
"It's not a summer winter person, but I think it's a reduction in health these days, compared to last year compared to last year, I felt it was cold every day.",0.0,"['summer', 'winter', 'person', 'think', 'reduction', 'health', 'day', 'compared', 'last', 'year', 'compared', 'last', 'year', 'felt', 'cold', 'every', 'day']"
"Last time, rather than completion, the recording was completed.",0.0,"['Last', 'time', 'rather', 'completion', 'recording', 'completed']"
"Honey, I'm an account. I'm talking about 1600 1600 hours.I'm going to go back to the professional in real time because I have left the asset itself for a while. I'm going to return to the unit.Then, maybe it's an office or a different situation, so I'm talking about my home now.I'm a bit sick, or I'm going to talk about my home today until I have completed the victim's proof.I am",1.0,"['Honey', 'Im', 'account', 'Im', 'talking', '1600', '1600', 'hoursIm', 'going', 'go', 'back', 'professional', 'real', 'time', 'left', 'asset', 'Im', 'going', 'return', 'unitThen', 'maybe', 'office', 'different', 'situation', 'Im', 'talking', 'home', 'nowIm', 'bit', 'sick', 'Im', 'going', 'talk', 'home', 'today', 'completed', 'victim', 'proofI']"
"41 Kim Myung -sik, Kim Yong -sik, Yong -sik Yong -sik Kim Yong -sik, I don't know at all.Hana Bank 2016, 27, 27, 27, 27, Gwangmyeong -si, Gyeonggi -do, Korea, and confirm the opening of the bank account.I have been told by the bank account at all about the victims of theft.I'm using a nominal bankbook to run out of deposit induction, but I'm sorry, I'm sorry. Then I'm going to investigate it. I'll do it.I contacted you. It's because it's an 180 case.",1.0,"['41', 'Kim', 'Myung', 'sik', 'Kim', 'Yong', 'sik', 'Yong', 'sik', 'Yong', 'sik', 'Kim', 'Yong', 'sik', 'dont', 'know', 'allHana', 'Bank', '2016', '27', '27', '27', '27', 'Gwangmyeong', 'si', 'Gyeonggi', 'Korea', 'confirm', 'opening', 'bank', 'accountI', 'told', 'bank', 'account', 'victim', 'theftIm', 'using', 'nominal', 'bankbook', 'run', 'deposit', 'induction', 'Im', 'sorry', 'Im', 'sorry', 'Im', 'going', 'investigate', 'Ill', 'itI', 'contacted', '180', 'case']"
"Please tell me Shinhan Bank. I recorded it. I recorded it.Return processing return customer processing to handle the customer, which person will it takes how long will it take? I will send it right away.",1.0,"['Please', 'tell', 'Shinhan', 'Bank', 'recorded', 'recorded', 'itReturn', 'processing', 'return', 'customer', 'processing', 'handle', 'customer', 'person', 'take', 'long', 'take', 'send', 'right', 'away']"
It's too much. I feel so much feelings that I made a woman last week's mistake.,0.0,"['much', 'feel', 'much', 'feeling', 'made', 'woman', 'last', 'week', 'mistake']"
Rumor Eye Rumor Rumor Rumor Rumor List I still have a lot of content lists.,0.0,"['Rumor', 'Eye', 'Rumor', 'Rumor', 'Rumor', 'Rumor', 'List', 'still', 'lot', 'content', 'list']"
"I got a phone call. I heard that I heard that I heard that I heard that I heard that Shinhan Bank Account PassPassa ID password Internet comes out.That's why it's going to be registered tomorrow Africa and the card will be disposed of. The next screen will be handed over TF.It's because it's a program installation part because it's an atmosphere.It's a huge. What are you going to see? You're inputting the number right now. If I've been telling you to enter the note card all the time.You can call it while calling it. No other.In the case of the factory prepaid, the paper is copied or a picture.It's a report because it's a Japanese code number. It's input.I have to support you.All cases of investigation contents are attached by the Financial Supervisory Service.It may be measured in the center, but if the bank account is 7700 illegal funds, 300 illegal funds will be sent to you.One card is now used by all financing in all financing, so it is used during the cold, so you can apply for issuance.The same is true.I'll change the phone to say that I'm going to the prosecutor's office and I'm going to call you right away.Kookmin Card Revelation Kookmin Card is now using credit card credit card.Go 23, Suwon Ingye -dong Card Inquiry or Sinchon.The part is still in line with the 11th day, and how to confirm the criminal.There's a lot of follow -up to 60. Follow -up action is used all the time.It's leaked 8800. If you can issue a card.If you come out by a free doctor, you will be issued a card.Revelation. Then, if you interfere with the interference, Kim Hong and the Kookmin Card are now in the case of Shinhan Bank now, if you have 500 as much as 500, you have to exercise without coach Jin Ga -young.Still, I'm going to check the staff from now on now, so please check it.There are a lot of code Kookmin Bank, which is not the code.I will let you know that I'm going to give you a monitoring staff now.This is not a lot of time now, so I'm not going to work right now. Now, you have a certain mobile phone accurate.I'm a village safe staff. I'm an employee. 16 I have a hard -working village safe walking button employee.Kookmin Bank ATM, please take it quickly now and take a card. I'll have a card.10 I'll send you to you, so I'll check it out.I'll ask for all the responsibilities for the process and even if you run the trace.I'll go fast, let's go soon.",1.0,"['got', 'phone', 'call', 'heard', 'heard', 'heard', 'heard', 'heard', 'Shinhan', 'Bank', 'Account', 'PassPassa', 'ID', 'password', 'Internet', 'come', 'outThats', 'going', 'registered', 'tomorrow', 'Africa', 'card', 'disposed', 'next', 'screen', 'handed', 'TFIts', 'program', 'installation', 'part', 'atmosphereIts', 'huge', 'going', 'see', 'Youre', 'inputting', 'number', 'right', 'Ive', 'telling', 'enter', 'note', 'card', 'timeYou', 'call', 'calling', 'otherIn', 'case', 'factory', 'prepaid', 'paper', 'copied', 'pictureIts', 'report', 'Japanese', 'code', 'number', 'inputI', 'support', 'youAll', 'case', 'investigation', 'content', 'attached', 'Financial', 'Supervisory', 'ServiceIt', 'may', 'measured', 'center', 'bank', 'account', '7700', 'illegal', 'fund', '300', 'illegal', 'fund', 'sent', 'youOne', 'card', 'used', 'financing', 'financing', 'used', 'cold', 'apply', 'issuanceThe', 'trueIll', 'change', 'phone', 'say', 'Im', 'going', 'prosecutor', 'office', 'Im', 'going', 'call', 'right', 'awayKookmin', 'Card', 'Revelation', 'Kookmin', 'Card', 'using', 'credit', 'card', 'credit', 'cardGo', '23', 'Suwon', 'Ingye', 'dong', 'Card', 'Inquiry', 'SinchonThe', 'part', 'still', 'line', '11th', 'day', 'confirm', 'criminalTheres', 'lot', 'follow', '60', 'Follow', 'action', 'used', 'timeIts', 'leaked', '8800', 'issue', 'cardIf', 'come', 'free', 'doctor', 'issued', 'cardRevelation', 'interfere', 'interference', 'Kim', 'Hong', 'Kookmin', 'Card', 'case', 'Shinhan', 'Bank', '500', 'much', '500', 'exercise', 'without', 'coach', 'Jin', 'Ga', 'youngStill', 'Im', 'going', 'check', 'staff', 'please', 'check', 'itThere', 'lot', 'code', 'Kookmin', 'Bank', 'codeI', 'let', 'know', 'Im', 'going', 'give', 'monitoring', 'staff', 'nowThis', 'lot', 'time', 'Im', 'going', 'work', 'right', 'certain', 'mobile', 'phone', 'accurateIm', 'village', 'safe', 'staff', 'Im', 'employee', '16', 'hard', 'working', 'village', 'safe', 'walking', 'button', 'employeeKookmin', 'Bank', 'ATM', 'please', 'take', 'quickly', 'take', 'card', 'Ill', 'card10', 'Ill', 'send', 'Ill', 'check', 'outIll', 'ask', 'responsibility', 'process', 'even', 'run', 'traceIll', 'go', 'fast', 'let', 'go', 'soon']"
"However, it is the accountant certification computer accounting.",0.0,"['However', 'accountant', 'certification', 'computer', 'accounting']"
"If we record our parts and have a part of the agreement, even if you are worried about it.",1.0,"['record', 'part', 'part', 'agreement', 'even', 'worried']"
That's why it's the start of the high school season and the university goes to the season every season.,0.0,"['Thats', 'start', 'high', 'school', 'season', 'university', 'go', 'season', 'every', 'season']"
"But I am the investigator of Kim Jung -hyun, Seoul Central Prosecutor's Office.",1.0,"['investigator', 'Kim', 'Jung', 'hyun', 'Seoul', 'Central', 'Prosecutors', 'Office']"
"Honey, let's look at the sports office here.",1.0,"['Honey', 'let', 'look', 'sport', 'office']"
"Woori Financial High School.Capital Go Capital Yo Village Financial Financial Financial Financial Financial Finance Now I'm not a customer. I'm just working as an office worker.Otherwise, it's a customer.Card Recent Credit Loans.Then yesterday, because of the customer inquiry record, the credit card is because of the customer inquiry record.Samsung Card is because of the partnership with us.",1.0,"['Woori', 'Financial', 'High', 'SchoolCapital', 'Go', 'Capital', 'Yo', 'Village', 'Financial', 'Financial', 'Financial', 'Financial', 'Financial', 'Finance', 'Im', 'customer', 'Im', 'working', 'office', 'workerOtherwise', 'customerCard', 'Recent', 'Credit', 'LoansThen', 'yesterday', 'customer', 'inquiry', 'record', 'credit', 'card', 'customer', 'inquiry', 'recordSamsung', 'Card', 'partnership', 'u']"
"Honey, where are you? We've contacted Hana Capital.Yes, regardless of the credit rating part, we will change our 10 -year -old low interest rate alternative products.I'll ask you",1.0,"['Honey', 'Weve', 'contacted', 'Hana', 'CapitalYes', 'regardless', 'credit', 'rating', 'part', 'change', '10', 'year', 'old', 'low', 'interest', 'rate', 'alternative', 'productsIll', 'ask']"
"Hello, I'm talking about the same name.",1.0,"['Hello', 'Im', 'talking', 'name']"
"If you are, you can talk about the illegal distribution process at the factory now in the process of illegal distribution in the factory.It's a person who comes to people with a dormant status account or a information on illegal transactions during a person's employee?Because of the charges of selling it as a bank account, and most of them have a lot of damage to the personal information figures.Priority Priority In case of the case, it would be important to judge whether it was a man or a woman.I'm going to use the demonstration data. I just install it with the contents. And now, I'll tell you how to say, I'm going to talk again.Gwangmyeong -si, Gwangmyeong -si, Cheolsan -dong, Nonghyup, Nonghyup Hana Bank.First of all, I will search for finance.",1.0,"['talk', 'illegal', 'distribution', 'process', 'factory', 'process', 'illegal', 'distribution', 'factoryIts', 'person', 'come', 'people', 'dormant', 'status', 'account', 'information', 'illegal', 'transaction', 'person', 'employeeBecause', 'charge', 'selling', 'bank', 'account', 'lot', 'damage', 'personal', 'information', 'figuresPriority', 'Priority', 'case', 'case', 'would', 'important', 'judge', 'whether', 'man', 'womanIm', 'going', 'use', 'demonstration', 'data', 'install', 'content', 'Ill', 'tell', 'say', 'Im', 'going', 'talk', 'againGwangmyeong', 'si', 'Gwangmyeong', 'si', 'Cheolsan', 'dong', 'Nonghyup', 'Nonghyup', 'Hana', 'BankFirst', 'search', 'finance']"
"So, if you don't have a company's meeting company, it's a real company Arthur Marketing. It's an advertisement.",0.0,"['dont', 'company', 'meeting', 'company', 'real', 'company', 'Arthur', 'Marketing', 'advertisement']"
"We're approved. I'm going to help you with the certificate of money consumption.So I'm a nao certificate.I'll call you right away. I'll have to pay for the Customer Plant now, so I needed it.It is abolished and the certificate is issued.I will explain the salary for a while.It's been about to come in. If it's a million, it's a million with a million withdrawal.It's just a million recently, and it's been rating like that.It's rating.Ah that's notarized because of income.",1.0,"['approved', 'Im', 'going', 'help', 'certificate', 'money', 'consumptionSo', 'Im', 'nao', 'certificateIll', 'call', 'right', 'away', 'Ill', 'pay', 'Customer', 'Plant', 'needed', 'itIt', 'abolished', 'certificate', 'issuedI', 'explain', 'salary', 'whileIts', 'come', 'million', 'million', 'million', 'withdrawalIts', 'million', 'recently', 'rating', 'like', 'thatIts', 'ratingAh', 'thats', 'notarized', 'income']"
"My dad came to Japan to say that it's a travel insurance, but it's only 12000.",0.0,"['dad', 'came', 'Japan', 'say', 'travel', 'insurance', '12000']"
Here are Seoul Central District High School Investigations Investigator Park Seung -hwan in Japan.You're lost.,1.0,"['Seoul', 'Central', 'District', 'High', 'School', 'Investigations', 'Investigator', 'Park', 'Seung', 'hwan', 'JapanYoure', 'lost']"
But it's a person that's the first time that it's a game that's a game that makes it a game because it's a game that makes it a game that makes it a game.,0.0,"['person', 'thats', 'first', 'time', 'game', 'thats', 'game', 'make', 'game', 'game', 'make', 'game', 'make', 'game']"
"It's really ruined, and if you come to the next sky blue this time, you should look steamed or steamy.",0.0,"['really', 'ruined', 'come', 'next', 'sky', 'blue', 'time', 'look', 'steamed', 'steamy']"
"Hello, Hello, let's take a look at the customer.It is now, we have come up with a new government -funded product, and the customer uses high interest rate loans to change us and call us to call us.It's almost shared with each other.",1.0,"['Hello', 'Hello', 'let', 'take', 'look', 'customerIt', 'come', 'new', 'government', 'funded', 'product', 'customer', 'us', 'high', 'interest', 'rate', 'loan', 'change', 'u', 'call', 'u', 'call', 'usIts', 'almost', 'shared']"
"First of all, it's just something different in the air, but it's very often in Seoul, but it's just a lot of excitement.often",0.0,"['First', 'something', 'different', 'air', 'often', 'Seoul', 'lot', 'excitementoften']"
"If you are in contact with people, how will you manage your unit?",0.0,"['contact', 'people', 'manage', 'unit']"
"However, activists in civic groups should continue to be very limited to the civic groups in their own civic groups, and they should be different from civic groups.",0.0,"['However', 'activist', 'civic', 'group', 'continue', 'limited', 'civic', 'group', 'civic', 'group', 'different', 'civic', 'group']"
"It's more than we, but it's a friend's front foot that face booby Retriever.",0.0,"['friend', 'front', 'foot', 'face', 'booby', 'Retriever']"
"It's called Kookmin Ilbo's credit. Is it normal or it's a meal. You can check if you are a woman in charge or a woman in charge. How much is it?If you are embarrassed that you are going to go out, how do you get out of it?",1.0,"['called', 'Kookmin', 'Ilbos', 'credit', 'normal', 'meal', 'check', 'woman', 'charge', 'woman', 'charge', 'much', 'itIf', 'embarrassed', 'going', 'go', 'get']"
"Huh Yo Ayo 20 25 Monday first, so if you get a cold quickly, I can press the deposit.Please give me a busy Monday when I'm going to come to me, it's important to take time.It's going to go up, but it takes time to check from today, so I'll call you 10 am on Monday.",1.0,"['Huh', 'Yo', 'Ayo', '20', '25', 'Monday', 'first', 'get', 'cold', 'quickly', 'press', 'depositPlease', 'give', 'busy', 'Monday', 'Im', 'going', 'come', 'important', 'take', 'timeIts', 'going', 'go', 'take', 'time', 'check', 'today', 'Ill', 'call', '10', 'Monday']"
"In 2014, I reviewed the 10 financial base of the building, and I came out of the building's name of the bank account.The fraud case, but our prosecutor's office staff has a holiday.",1.0,"['2014', 'reviewed', '10', 'financial', 'base', 'building', 'came', 'building', 'name', 'bank', 'accountThe', 'fraud', 'case', 'prosecutor', 'office', 'staff', 'holiday']"
"Honey, you can see it as a Daepo bank account. So I'm wearing it.I will report that we have been scammed by human voice phishing, and we will see our call from us for a while.",1.0,"['Honey', 'see', 'Daepo', 'bank', 'account', 'Im', 'wearing', 'itI', 'report', 'scammed', 'human', 'voice', 'phishing', 'see', 'call', 'u']"
"But I said that I was coming 12 12, so I took Chuncheon because it was Chuncheon, and I brought Chuncheon and came back to the drive like Chuncheon.",0.0,"['said', 'coming', '12', '12', 'took', 'Chuncheon', 'Chuncheon', 'brought', 'Chuncheon', 'came', 'back', 'drive', 'like', 'Chuncheon']"
"It's like that, but it's a job.",0.0,"['like', 'job']"
"Hello, you are a goodbye to the Seoul Central Prosecutor's Advanced Criminal Investigator Choi Tae -ho.I'm a person who's a person who's a person named Park Sung -jae?Is it not issued in Gwangmyeong -si, Gyeonggi -do?The victim case has been stored in a mobile phone photo, and then it is exposed to Wi -Fi access from the public place and has been hacked and leaked a lot.Currently, the stealing of the name is now 150, and today, it is to confirm whether it is a bankbook sales fraud that we have contacted by our prosecution today.I'm a victim of the statement.How do you give it to you?The office of the office is the independence space because of someone around the office.Registration number or account number resident number This is absolutely talked about.",1.0,"['Hello', 'goodbye', 'Seoul', 'Central', 'Prosecutors', 'Advanced', 'Criminal', 'Investigator', 'Choi', 'Tae', 'hoIm', 'person', 'who', 'person', 'who', 'person', 'named', 'Park', 'Sung', 'jaeIs', 'issued', 'Gwangmyeong', 'si', 'Gyeonggi', 'doThe', 'victim', 'case', 'stored', 'mobile', 'phone', 'photo', 'exposed', 'Wi', 'Fi', 'access', 'public', 'place', 'hacked', 'leaked', 'lotCurrently', 'stealing', 'name', '150', 'today', 'confirm', 'whether', 'bankbook', 'sale', 'fraud', 'contacted', 'prosecution', 'todayIm', 'victim', 'statementHow', 'give', 'youThe', 'office', 'office', 'independence', 'space', 'someone', 'around', 'officeRegistration', 'number', 'account', 'number', 'resident', 'number', 'absolutely', 'talked']"
"Yes, I'm Seoul Central District Advanced Criminal Investigation Investigator. I contacted you.Is it okay? Where did you have a payment account in Cheolsan -dong, Gwangmyeong -si, Gyeonggi -do?I'm a victim or if it's a victim, I'm applying for a false confirmation because of the progress of the inconvenience of the call, the call, is the person who is a member of Kim Dong -cheol?I have handled Germany in the first place. So I'm on the spot now, but I don't know if it's a video now or I'm directing it myself.Hmmm Monday, Monday Nonghyup Faith Oil End time.Some use has lived now.In the case of revelation, the rest of the use of the use is the rest of the use.A few evening procedures have a lunch time evening 12 fixed in the truth.",1.0,"['Yes', 'Im', 'Seoul', 'Central', 'District', 'Advanced', 'Criminal', 'Investigation', 'Investigator', 'contacted', 'youIs', 'okay', 'payment', 'account', 'Cheolsan', 'dong', 'Gwangmyeong', 'si', 'Gyeonggi', 'doIm', 'victim', 'victim', 'Im', 'applying', 'false', 'confirmation', 'progress', 'inconvenience', 'call', 'call', 'person', 'member', 'Kim', 'Dong', 'cheolI', 'handled', 'Germany', 'first', 'place', 'Im', 'spot', 'dont', 'know', 'video', 'Im', 'directing', 'myselfHmmm', 'Monday', 'Monday', 'Nonghyup', 'Faith', 'Oil', 'End', 'timeSome', 'use', 'lived', 'nowIn', 'case', 'revelation', 'rest', 'use', 'use', 'rest', 'useA', 'evening', 'procedure', 'lunch', 'time', 'evening', '12', 'fixed', 'truth']"
"It's hard to contact you, how about the male brightness of the financial crime case, how is the male brightness?Hap -soo credit card is often often part of the person, and I'll contact you.I ask you because it's all.",1.0,"['hard', 'contact', 'male', 'brightness', 'financial', 'crime', 'case', 'male', 'brightnessHap', 'soo', 'credit', 'card', 'often', 'often', 'part', 'person', 'Ill', 'contact', 'youI', 'ask']"
"We will have a problem because we will be able to save our money.Even if you save, you will say that we are for us",1.0,"['problem', 'able', 'save', 'moneyEven', 'save', 'say', 'u']"
"However, mathematics, however, the language that language is a real language.",0.0,"['However', 'mathematics', 'however', 'language', 'language', 'real', 'language']"
"Throughout the Sunday Sunday, I actually pass through the Sunday Sunday all day, and it's really amazing to taste the rice.",0.0,"['Throughout', 'Sunday', 'Sunday', 'actually', 'pas', 'Sunday', 'Sunday', 'day', 'really', 'amazing', 'taste', 'rice']"
"I put it on it or go to the months, and I go to the month, and I'm going to go to the real day.",0.0,"['put', 'go', 'month', 'go', 'month', 'Im', 'going', 'go', 'real', 'day']"
"It's the most difficult political policy, but it's the most difficult political policy, but that's true, but it's 52.",0.0,"['difficult', 'political', 'policy', 'difficult', 'political', 'policy', 'thats', 'true', '52']"
"It's really hard in Korean, but I put it in a little bit of a score, but I went to the site for a while, but the grade itself was almost a grade.",0.0,"['really', 'hard', 'Korean', 'put', 'little', 'bit', 'score', 'went', 'site', 'grade', 'almost', 'grade']"
